_id,airline,flightNumber,origin,destination,daysOfWeek,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,scheduledDepartureTime,scheduledArrivalTime,flightTime,flightTimeMinutes,rate,seatAvail
65e3679ccb66225971331a9a,AirAsia India,1452,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,07:45,00:50,50,1700,180
65e3679ccb66225971331a9b,Alliance Air (India),539,Visakhapatnam,Vijayawada,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,07:55,01:00,60,2040,180
65e3679ccb66225971331a9c,GoAir,381,Ahmedabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,08:00,01:05,65,2210,180
65e3679ccb66225971331a9d,IndiGo,121,Hyderabad,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,08:00,01:05,65,2210,180
65e3679ccb66225971331a9e,IndiGo,2525,Amritsar,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,08:05,01:10,70,2380,180
65e3679ccb66225971331a9f,Alliance Air (India),623,Mumbai,Diu,Monday,Y,N,N,N,N,N,N,06:55,08:05,01:10,70,2380,180
65e3679ccb66225971331aa0,Alliance Air (India),823,Delhi,Shimla,Saturday,N,N,N,N,N,Y,N,06:55,08:05,01:10,70,2380,180
65e3679ccb66225971331aa1,IndiGo,121,Hyderabad,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",Y,Y,Y,Y,N,Y,Y,06:55,08:05,01:10,70,2380,180
65e3679ccb66225971331aa2,Jet Airways,496,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,08:10,01:15,75,2550,180
65e3679ccb66225971331aa3,Vistara,601,Delhi,Leh,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,08:10,01:15,75,2550,180
65e3679ccb66225971331aa4,IndiGo,5324,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,08:10,01:15,75,2550,180
65e3679ccb66225971331aa5,IndiGo,6828,Chandigarh,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,08:10,01:15,75,2550,180
65e3679ccb66225971331aa6,IndiGo,7128,Calicut,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,08:15,01:20,80,2720,180
65e3679ccb66225971331aa7,Alliance Air (India),505,Bengaluru,Kochi,Tuesday,N,Y,N,N,N,N,N,06:55,08:15,01:20,80,2720,180
65e3679ccb66225971331aa8,Alliance Air (India),505,Bengaluru,Kochi,"Sunday,Wednesday,Thursday,Friday,Saturday",N,N,Y,Y,Y,Y,Y,06:55,08:15,01:20,80,2720,180
65e3679ccb66225971331aa9,Alliance Air (India),893,Hyderabad,Chennai,"Sunday,Monday,Wednesday,Friday",Y,N,Y,N,Y,N,Y,06:55,08:15,01:20,80,2720,180
65e3679ccb66225971331aaa,TruJet,501,Chennai,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,08:20,01:25,85,2890,180
65e3679ccb66225971331aab,SpiceJet,3781,Bhopal,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,08:20,01:25,85,2890,180
65e3679ccb66225971331aac,IndiGo,713,Kolkata,Patna,"Monday,Tuesday,Wednesday,Thursday",Y,Y,Y,Y,N,N,N,06:55,08:20,01:25,85,2890,180
65e3679ccb66225971331aad,Jet Airways,734,Varanasi,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,08:30,01:35,95,3230,180
65e3679ccb66225971331aae,SpiceJet,2468,Delhi,Kangra,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,06:55,08:30,01:35,95,3230,180
65e3679ccb66225971331aaf,Alliance Air (India),893,Hyderabad,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,08:30,01:35,95,3230,180
65e3679ccb66225971331ab0,IndiGo,6463,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,08:30,01:35,95,3230,180
65e3679ccb66225971331ab1,GoAir,2515,Delhi,Nagpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,08:35,01:40,100,3400,180
65e3679ccb66225971331ab2,GoAir,2515,Delhi,MIHAN,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,08:35,01:40,100,3400,180
65e3679ccb66225971331ab3,Alliance Air (India),741,Kolkata,Dimapur,"Sunday,Tuesday,Thursday",N,Y,N,Y,N,N,Y,06:55,08:40,01:45,105,3570,180
65e3679ccb66225971331ab4,Vistara,552,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,08:40,01:45,105,3570,180
65e3679ccb66225971331ab5,IndiGo,7241,Bengaluru,Tuticorin,Friday,N,N,N,N,Y,N,N,06:55,09:00,02:05,125,4250,180
65e3679ccb66225971331ab6,SpiceJet,8910,Delhi,Darbhanga,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,09:00,02:05,125,4250,180
65e3679ccb66225971331ab7,IndiGo,299,Ahmedabad,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,09:00,02:05,125,4250,180
65e3679ccb66225971331ab8,Vistara,785,Delhi,Bhubaneswar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,09:05,02:10,130,4420,180
65e3679ccb66225971331ab9,Air India,657,Mumbai,Tirupati,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,06:55,09:10,02:15,135,4590,180
65e3679ccb66225971331aba,IndiGo,702,Bengaluru,Bhopal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,09:10,02:15,135,4590,180
65e3679ccb66225971331abb,Air India,763,Kolkata,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,09:15,02:20,140,4760,180
65e3679ccb66225971331abc,Vistara,771,Mumbai,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,09:35,02:40,160,5440,180
65e3679ccb66225971331abd,Air India,649,Mumbai,Amritsar,"Tuesday,Thursday",N,Y,N,Y,N,N,N,06:55,09:50,02:55,175,5950,180
65e3679ccb66225971331abe,IndiGo,5009,Delhi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,09:50,02:55,175,5950,180
65e3679ccb66225971331abf,IndiGo,2059,Delhi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,09:50,02:55,175,5950,180
65e3679ccb66225971331ac0,Jet Airways,911,Kochi,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,09:55,03:00,180,6120,180
65e3679ccb66225971331ac1,Alliance Air (India),891,Hyderabad,Mysore,Monday,Y,N,N,N,N,N,N,06:55,10:00,03:05,185,6290,180
65e3679ccb66225971331ac2,IndiGo,6931,Delhi,Madurai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,10:15,03:20,200,6800,180
65e3679ccb66225971331ac3,GoAir,403,Guwahati,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,06:55,10:20,03:25,205,2125,180
65e3679ccb66225971331ac4,Alliance Air (India),509,Bengaluru,Kalaburgi (Gulbarga),Monday,Y,N,N,N,N,N,N,06:55,11:45,04:50,290,2125,180
65e3679ccb66225971331ac5,GoAir,2210,Kochi,Thiruvananthapuram,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,07:45,00:45,45,1530,180
65e3679ccb66225971331ac6,IndiGo,131,Bengaluru,Mangalore,Sunday,N,N,N,N,N,N,Y,07:00,07:55,00:55,55,1870,180
65e3679ccb66225971331ac7,IndiGo,131,Bengaluru,Mangalore,Tuesday,N,Y,N,N,N,N,N,07:00,07:55,00:55,55,1870,180
65e3679ccb66225971331ac8,IndiGo,131,Bengaluru,Mangalore,"Monday,Wednesday,Thursday,Friday,Saturday",Y,N,Y,Y,Y,Y,N,07:00,07:55,00:55,55,1870,180
65e3679ccb66225971331ac9,IndiGo,5372,Vadodara,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,07:55,00:55,55,1870,180
65e3679ccb66225971331aca,TruJet,174,Indore,Ahmedabad,Saturday,N,N,N,N,N,Y,N,07:00,07:55,00:55,55,1870,180
65e3679ccb66225971331acb,SpiceJet,2770,Delhi,Dehradun,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,N,07:00,07:55,00:55,55,1870,180
65e3679ccb66225971331acc,IndiGo,7175,Indore,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,07:55,00:55,55,1870,180
65e3679ccb66225971331acd,Vistara,668,Chandigarh,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,07:55,00:55,55,1870,180
65e3679ccb66225971331ace,Air India,591,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:00,01:00,60,2040,180
65e3679ccb66225971331acf,IndiGo,375,Kolkata,Bhubaneswar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:00,01:00,60,2040,180
65e3679ccb66225971331ad0,Air India,568,Hyderabad,Bengaluru,Saturday,N,N,N,N,N,Y,N,07:00,08:00,01:00,60,2040,180
65e3679ccb66225971331ad1,IndiGo,5231,Mumbai,Vadodara,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:00,01:00,60,2040,180
65e3679ccb66225971331ad2,AirAsia India,1452,Kochi,Bengaluru,Monday,Y,N,N,N,N,N,N,07:00,08:05,01:05,65,2210,180
65e3679ccb66225971331ad3,IndiGo,6269,Bengaluru,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:05,01:05,65,2210,180
65e3679ccb66225971331ad4,IndiGo,5017,Amritsar,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:10,01:10,70,2380,180
65e3679ccb66225971331ad5,Air India,684,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",Y,Y,Y,Y,N,Y,Y,07:00,08:10,01:10,70,2380,180
65e3679ccb66225971331ad6,SpiceJet,2645,Jaipur,Delhi,"Monday,Tuesday,Wednesday",Y,Y,Y,N,N,N,N,07:00,08:10,01:10,70,2380,180
65e3679ccb66225971331ad7,IndiGo,2506,Delhi,Gorakhpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:10,01:10,70,2380,180
65e3679ccb66225971331ad8,GoAir,3141,Kannur International Airport,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:10,01:10,70,2380,180
65e3679ccb66225971331ad9,AirAsia India,582,Bhubaneswar,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:10,01:10,70,2380,180
65e3679ccb66225971331ada,Alliance Air (India),827,Delhi,Ludhiana,Saturday,N,N,N,N,N,Y,N,07:00,08:15,01:15,75,2550,180
65e3679ccb66225971331adb,GoAir,208,Lucknow,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:15,01:15,75,2550,180
65e3679ccb66225971331adc,GoAir,208,Lucknow,Delhi,Thursday,N,N,N,Y,N,N,N,07:00,08:15,01:15,75,2550,180
65e3679ccb66225971331add,SpiceJet,2241,Delhi,Udaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:20,01:20,80,2720,180
65e3679ccb66225971331ade,IndiGo,2061,Delhi,Bhopal,"Monday,Wednesday,Friday",Y,N,Y,N,Y,N,N,07:00,08:25,01:25,85,2890,180
65e3679ccb66225971331adf,IndiGo,2061,Delhi,Bhopal,"Sunday,Tuesday,Thursday,Saturday",N,Y,N,Y,N,Y,Y,07:00,08:25,01:25,85,2890,180
65e3679ccb66225971331ae0,SpiceJet,5511,Chennai,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:25,01:25,85,2890,180
65e3679ccb66225971331ae1,SpiceJet,3239,Hyderabad,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:30,01:30,90,3060,180
65e3679ccb66225971331ae2,AirAsia India,518,Visakhapatnam,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:35,01:35,95,3230,180
65e3679ccb66225971331ae3,IndiGo,2173,Varanasi,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:35,01:35,95,3230,180
65e3679ccb66225971331ae4,IndiGo,5296,Mumbai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:35,01:35,95,3230,180
65e3679ccb66225971331ae5,Jet Airways,687,Ahmedabad,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:40,01:40,100,3400,180
65e3679ccb66225971331ae6,Jet Airways,478,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:40,01:40,100,3400,180
65e3679ccb66225971331ae7,IndiGo,962,Ahmedabad,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:40,01:40,100,3400,180
65e3679ccb66225971331ae8,IndiGo,2017,Delhi,Nagpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:40,01:40,100,3400,180
65e3679ccb66225971331ae9,IndiGo,2017,Delhi,MIHAN,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:40,01:40,100,3400,180
65e3679ccb66225971331aea,IndiGo,2017,Delhi,Vadodara,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:40,01:40,100,3400,180
65e3679ccb66225971331aeb,SpiceJet,2773,Jaipur,Amritsar,"Sunday,Thursday,Friday,Saturday",N,N,N,Y,Y,Y,Y,07:00,08:40,01:40,100,3400,180
65e3679ccb66225971331aec,IndiGo,576,Lucknow,Jammu,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:45,01:45,105,3570,180
65e3679ccb66225971331aed,SpiceJet,289,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:45,01:45,105,3570,180
65e3679ccb66225971331aee,IndiGo,424,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:50,01:50,110,3740,180
65e3679ccb66225971331aef,SpiceJet,8705,Delhi,Bengaluru,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",Y,N,Y,Y,Y,Y,Y,07:00,08:55,01:55,115,3910,180
65e3679ccb66225971331af0,Air India,864,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,08:55,01:55,115,3910,180
65e3679ccb66225971331af1,Vistara,828,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,09:00,02:00,120,4080,180
65e3679ccb66225971331af2,Jet Airways,301,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,09:05,02:05,125,4250,180
65e3679ccb66225971331af3,Air India,864,Mumbai,Delhi,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,07:00,09:05,02:05,125,4250,180
65e3679ccb66225971331af4,AirAsia India,941,Mumbai,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,09:05,02:05,125,4250,180
65e3679ccb66225971331af5,SpiceJet,8263,Delhi,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,09:05,02:05,125,4250,180
65e3679ccb66225971331af6,GoAir,530,Delhi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,09:10,02:10,130,4420,180
65e3679ccb66225971331af7,IndiGo,2398,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,09:10,02:10,130,4420,180
65e3679ccb66225971331af8,Jetlite,301,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,09:15,02:15,135,4590,180
65e3679ccb66225971331af9,GoAir,304,Port Blair,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,09:20,02:20,140,4760,180
65e3679ccb66225971331afa,Air India,523,Bengaluru,Jaipur,Saturday,N,N,N,N,N,Y,N,07:00,09:20,02:20,140,4760,180
65e3679ccb66225971331afb,Air India,523,Bengaluru,Jaipur,"Sunday,Thursday,Saturday",N,N,N,Y,N,Y,Y,07:00,09:20,02:20,140,4760,180
65e3679ccb66225971331afc,IndiGo,6324,Kolkata,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,09:25,02:25,145,4930,180
65e3679ccb66225971331afd,IndiGo,375,Kolkata,Port Blair,"Friday,Saturday",N,N,N,N,Y,Y,N,07:00,09:25,02:25,145,4930,180
65e3679ccb66225971331afe,IndiGo,5324,Kolkata,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,09:30,02:30,150,5100,180
65e3679ccb66225971331aff,IndiGo,2939,Delhi,Guwahati,"Monday,Wednesday,Friday",Y,N,Y,N,Y,N,N,07:00,09:30,02:30,150,5100,180
65e3679ccb66225971331b00,Vistara,810,Bengaluru,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,09:35,02:35,155,5270,180
65e3679ccb66225971331b01,SpiceJet,679,Delhi,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,09:45,02:45,165,5610,180
65e3679ccb66225971331b02,SpiceJet,104,Chennai,Delhi,"Sunday,Wednesday,Friday,Saturday",N,N,Y,N,Y,Y,Y,07:00,09:50,02:50,170,5780,180
65e3679ccb66225971331b03,IndiGo,2175,Delhi,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,07:00,09:50,02:50,170,5780,180
65e3679ccb66225971331b04,IndiGo,2403,Delhi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,09:50,02:50,170,5780,180
65e3679ccb66225971331b05,IndiGo,457,Bengaluru,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,09:55,02:55,175,5950,180
65e3679ccb66225971331b06,SpiceJet,104,Chennai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,09:55,02:55,175,5950,180
65e3679ccb66225971331b07,SpiceJet,924,Goa,Ahmedabad,Saturday,N,N,N,N,N,Y,N,07:00,09:55,02:55,175,5950,180
65e3679ccb66225971331b08,Akasa Air,1363,Pune,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,09:55,02:55,175,5950,180
65e3679ccb66225971331b09,IndiGo,457,Bengaluru,Guwahati,Sunday,N,N,N,N,N,N,Y,07:00,10:00,03:00,180,6120,180
65e3679ccb66225971331b0a,IndiGo,457,Bengaluru,Guwahati,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,N,07:00,10:00,03:00,180,6120,180
65e3679ccb66225971331b0b,GoAir,942,Kochi,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",Y,Y,Y,Y,Y,N,Y,07:00,10:10,03:10,190,6460,180
65e3679ccb66225971331b0c,Vistara,897,Delhi,Thiruvananthapuram,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:00,10:20,03:20,200,6800,180
65e3679ccb66225971331b0d,IndiGo,6218,Bengaluru,Coimbatore,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:05,07:55,00:50,50,1700,180
65e3679ccb66225971331b0e,Air India,444,Chandigarh,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:05,07:55,00:50,50,1700,180
65e3679ccb66225971331b0f,IndiGo,897,Mangalore,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,07:05,08:00,00:55,55,1870,180
65e3679ccb66225971331b10,Air India,444,Chandigarh,Delhi,"Monday,Wednesday,Friday",Y,N,Y,N,Y,N,N,07:05,08:00,00:55,55,1870,180
65e3679ccb66225971331b11,IndiGo,139,Kolkata,Agartala,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",Y,N,Y,Y,Y,Y,Y,07:05,08:05,01:00,60,2040,180
65e3679ccb66225971331b12,IndiGo,6736,Chandigarh,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:05,08:05,01:00,60,2040,180
65e3679ccb66225971331b13,GoAir,543,Kochi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:05,08:05,01:00,60,2040,180
65e3679ccb66225971331b14,IndiGo,6569,Aurangabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:05,08:05,01:00,60,2040,180
65e3679ccb66225971331b15,IndiGo,728,Kochi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:05,08:05,01:00,60,2040,180
65e3679ccb66225971331b16,Air India,499,Mumbai,Aurangabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:05,08:10,01:05,65,2210,180
65e3679ccb66225971331b17,Air India,411,Delhi,Lucknow,"Sunday,Tuesday,Thursday,Saturday",N,Y,N,Y,N,Y,Y,07:05,08:15,01:10,70,2380,180
65e3679ccb66225971331b18,AirAsia India,1583,Hyderabad,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",N,Y,Y,Y,Y,Y,Y,07:05,08:15,01:10,70,2380,180
65e3679ccb66225971331b19,IndiGo,5318,Ahmedabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:05,08:15,01:10,70,2380,180
65e3679ccb66225971331b1a,GoAir,365,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:05,08:15,01:10,70,2380,180
65e3679ccb66225971331b1b,IndiGo,6694,Vadodara,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:05,08:15,01:10,70,2380,180
65e3679ccb66225971331b1c,AirAsia India,1576,Bengaluru,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:05,08:20,01:15,75,2550,180
65e3679ccb66225971331b1d,SpiceJet,3434,Pune,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:05,08:20,01:15,75,2550,180
65e3679ccb66225971331b1e,IndiGo,713,Kolkata,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Y,Y,Y,Y,Y,Y,Y,07:05,08:20,01:15,75,2550,180
65e3679ccb66225971331b1f,IndiGo,713,Kolkata,Silchar,"Sunday,Tuesday,Thursday,Saturday",N,Y,N,Y,N,Y,Y,07:05,08:20,01:15,75,2550,180
